id,hdate,product,price
17939,2017-01-04,4,1532.98096
17943,2017-01-05,4,1549.27002
17947,2017-01-06,4,1561.25903
17951,2017-01-09,4,1558.32996
17955,2017-01-10,4,1561.79004
17959,2017-01-11,4,1566.00806
17963,2017-01-12,4,1572.57202
17967,2017-01-13,4,1569.91895
17971,2017-01-16,4,1565.33899
17975,2017-01-17,4,1566.88794
17979,2017-01-18,4,1577.19202
17983,2017-01-19,4,1585.02002
17987,2017-01-20,4,1583.46594
17991,2017-01-23,4,1588.776
18003,2017-01-24,4,1604.79297
18004,2017-01-25,4,1612.02002
18005,2017-01-26,4,1614.69995
18006,2017-01-27,4,1622.87
18011,2017-01-30,4,1628.88904
18015,2017-01-31,4,1633.78198
18019,2017-02-01,4,1634.08801
18023,2017-02-02,4,1641.28296
18027,2017-02-03,4,1639.818
18031,2017-02-06,4,1644.40503
18035,2017-02-07,4,1641.073
18039,2017-02-08,4,1639.90198
18043,2017-02-09,4,1652.05298
18047,2017-02-10,4,1653.578
18051,2017-02-13,4,1661.698
18055,2017-02-14,4,1657.715
18059,2017-02-16,4,1644.30005
18063,2017-02-17,4,1644.429
